,id,abstract,keys,#tokens,#keys
496,644,Three-dimensional spiral MR imaging application to renal multiphase contrast-enhanced angiography A fast MR pulse sequence with spiral in-plane readout and conventional 3D partition encoding was developed for multiphase contrast-enhanced magnetic resonance angiography CE-MRA of the renal vasculature. Compared to a standard multiphase 3D CE-MRA with FLASH readout an isotropic in-plane spatial resolution of 1.4*1.4 mm/sup 2 over 2.0*1.4 mm/sup 2 could be achieved with a temporal resolution of 6 sec. The theoretical gain of spatial resolution by using the spiral pulse sequence and the performance in the presence of turbulent flow was evaluated in phantom measurements. Multiphase 3D CE-MRA of the renal arteries was performed in five healthy volunteers using both techniques. A deblurring technique was used to correct the spiral raw data. Thereby the off-resonance frequencies were determined by minimizing the imaginary part of the data in image space. The chosen correction algorithm was able to reduce image blurring substantially in all MRA phases. The image quality of the spiral CE-MRA pulse sequence was comparable to that of the FLASH CE-MRA with increased spatial resolution and a 25 reduced contrast-to-noise ratio. Additionally artifacts specific to spiral MRI could be observed which had no impact on the assessment of the renal arteries,"['3D spiral MRI', 'renal multiphase contrast-enhanced angiography', 'flow artifacts', 'deblurring', 'fast pulse sequence', 'spiral in-plane readout', '3D partition encoding', 'renal vasculature', 'off-resonance frequencies', 'image quality', 'reduced contrast-to-noise ratio', 'image reconstruction', 'FLASH sequence', 'spatial resolution', 'biomedical MRI', 'blood vessels', 'image resolution', 'image restoration', 'kidney', 'medical image processing']",202,20
497,645,Oxygen-enhanced MRI of the brain Blood oxygenation level-dependent BOLD contrast MRI is a potential method for a physiological characterization of tissue beyond mere morphological representation. The purpose of this study was to develop evaluation techniques for such examinations using a hyperoxia challenge. Administration of pure oxygen was applied to test these techniques as pure oxygen can be expected to induce relatively small signal intensity SI changes compared to CO/sub 2/-containing gases and thus requires very sensitive evaluation methods. Fourteen volunteers were investigated by alternating between breathing 100 O/sub 2 and normal air using two different paradigms of administration. Changes ranged from 30 in large veins to 1.71%+or-0.14 in basal ganglia and 0.82%+or-0.08 in white matter. To account for a slow physiological response function a reference for correlation analysis was derived from the venous reaction. An objective method is presented that allows the adaptation of the significance threshold to the complexity of the paradigm used. Reference signal characteristics in representative brain tissue regions were established. As the presented evaluation scheme proved its applicability to small SI changes induced by pure oxygen it can readily be used for similar experiments with other gases,"['BOLD contrast MRI', 'oxygen-enhanced MRI', 'hyperoxia', 'brain', 'oxygen breathing', 'normal air breathing', 'physiological response function', 'correlation analysis', 'venous reaction', 'significance threshold', 'paradigm complexity', 'MRI contrast agent', 'functional imaging', 'Fourier transform Analysis', 'biomedical MRI', 'brain', 'haemodynamics', 'medical image processing']",191,18
498,646,Vibration control of structure by using tuned mass damper development of system which suppress displacement of auxiliary mass In vibration control of a structure by using an active tuned mass damper ATMD stroke of the auxiliary mass is so limited that it is difficult to control the vibration in the case of large disturbance input. In this paper two methods are proposed for the problem. One of the methods is a switching control system by two types of controllers. One of the controllers is a normal controller under small relative displacement of the auxiliary mass and the other is not effective only for first mode of vibration under large relative displacement of the auxiliary mass. New variable gain control system is constructed by switching these two controllers. The other method is the brake system. In active vibration control it is necessary to use actuator for active control. By using the actuator the proposed system puts on the brake to suppress displacement increase of the auxiliary mass under large disturbance input. Finally the systems are designed and the effectiveness of the systems is confirmed by the simulation,"['tuned mass damper', 'vibration control', 'variable gain control system', 'brake system', 'actuator', 'active control', 'auxiliary mass displacement suppression', 'controllers', 'active noise control', 'actuators', 'brakes', 'controllers', 'damping', 'gain control', 'vibration control']",186,15
499,647,Experimental design methodology and data analysis technique applied to optimise an organic synthesis The study was aimed at maximising the yield of a Michaelis-Becker dibromoalkane monophosphorylation reaction. In order to save time and money we first applied a full factorial experimental design to search for the optimum conditions while performing a small number of experiments. We then used the principal component analysis PCA technique to evidence two uncontrolled factors. Lastly a special experimental design that took into account all the influential factors allowed us to determine the maximum-yield experimental conditions. This study also evidenced the complementary nature of experimental design methodology and data analysis techniques,"['Michaelis-Becker dibromoalkane monophosphorylation reaction', 'full factorial experimental design', 'optimum conditions', 'data analysis technique', 'organic synthesis', 'principal component analysis', 'uncontrolled factors', 'maximum-yield experimental conditions', 'chemical reactions', 'chemistry computing', 'data analysis', 'design of experiments', 'organic compounds', 'principal component analysis']",105,14
500,648,Study of ambiguities inherent to the spectral analysis of Voigt profiles-a modified Simplex approach In pulsed spectrometries temporal transients are often analyzed directly in the temporal domain assuming they consist only of purely exponentially decaying sinusoids. When experimental spectra actually consist of Gaussian or Voigt profiles Gauss-Lorentz profiles we show that the direct methods may erroneously interpret such lines as the sum of two or more Lorentzian profiles. Using a Nelder and Mead Simplex method modified by introducing new means to avoid degeneracies and quenchings in secondary minima we demonstrate that a large number of different solutions can be obtained with equivalent accuracy over the limited acquisition time interval with final peak parameters devoid of physical or chemical meaning,"['pulsed spectrometries', 'temporal transients', 'spectral analysis', 'Voigt profiles', 'Gaussian profiles', 'Gauss-Lorentz profiles', 'Nelder and Mead Simplex method', 'accuracy', 'limited acquisition time interval', 'final peak parameters', 'spectral analysis', 'spectral line breadth', 'spectroscopy computing']",119,13
501,649,Methods for outlier detection in prediction If a prediction sample is different from the calibration samples it can be considered as an outlier in prediction. In this work two techniques the use of uncertainty estimation and the convex hull method are studied to detect such prediction outliers. Classical techniques Mahalanobis distance and X-residuals potential functions and robust techniques are used for comparison. It is concluded that the combination of the convex hull method and uncertainty estimation offers a practical way for detecting outliers in prediction. By adding the potential function method inliers can also be detected,"['outlier detection', 'prediction sample', 'calibration samples', 'uncertainty estimation', 'convex hull method', 'Mahalanobis distance', 'X-residuals', 'potential functions', 'robust techniques', 'inliers', 'calibration', 'chemistry computing', 'uncertainty handling']",96,13
502,650,Molecular descriptor selection combining genetic algorithms and fuzzy logic application to database mining procedures A new algorithm devoted to molecular descriptor selection in the context of data mining problems has been developed. This algorithm is based on the concepts of genetic algorithms GA for descriptor hyperspace exploration and combined with a stepwise approach to get local convergence. Its selection power was evaluated by a fitness function derived from a fuzzy clustering method. Different training and test sets were randomly generated at each GA generation. The fitness score was derived by combining the scores of the training and test sets. The ability of the proposed algorithm to select relevant subsets of descriptors was tested on two data sets. The first one an academic example corresponded to the artificial problem of Bullseye the second was a real data set including 114 olfactory compounds divided into three odor categories. In both cases the proposed method allowed to improve the separation between the different data set classes,"['molecular descriptor selection', 'database mining', 'data mining', 'genetic algorithms', 'fuzzy clustering method', 'fuzzy logic', 'descriptor hyperspace exploration', 'local convergence', 'stepwise approach', 'fitness function', 'test sets', 'training sets', 'fitness score', 'Bullseye', 'olfactory compounds', 'odor categories', 'chemistry computing', 'convergence of numerical methods', 'data mining', 'fuzzy logic', 'genetic algorithms', 'pattern clustering', 'scientific information systems']",163,23
503,651,Application-layer multicasting with Delaunay triangulation overlays Application-layer multicast supports group applications without the need for a network-layer multicast protocol. Here applications arrange themselves in a logical overlay network and transfer data within the overlay. We present an application-layer multicast solution that uses a Delaunay triangulation as an overlay network topology. An advantage of using a Delaunay triangulation is that it allows each application to locally derive next-hop routing information without requiring a routing protocol in the overlay. A disadvantage of using a Delaunay triangulation is that the mapping of the overlay to the network topology at the network and data link layer may be suboptimal. We present a protocol called Delaunay triangulation DT protocol which constructs Delaunay triangulation overlay networks. We present measurement experiments of the DT protocol for overlay networks with up to 10 000 members that are running on a local PC cluster with 100 Linux PCs. The results show that the protocol stabilizes quickly e.g. an overlay network with 10 000 nodes can be built in just over 30 s. The traffic measurements indicate that the average overhead of a node is only a few kilobits per second if the overlay network is in a steady state. Results of throughput experiments of multicast transmissions using TCP unicast connections between neighbors in the overlay network show an achievable throughput of approximately 15 Mb/s in an overlay with 100 nodes and 2 Mb/s in an overlay with 1000 nodes,"['application-layer multicasting', 'Delaunay triangulation overlays', 'group applications', 'network-layer multicast protocol', 'logical overlay network', 'data transfer', 'Delaunay triangulation protocol', 'measurement experiments', 'overlay networks', 'local PC cluster', 'Linux PC', 'overlay network topology', 'next-hop routing information', 'data link layer', 'DT protocol', 'network nodes', 'traffic measurements', 'average overhead', 'throughput experiments', 'multicast transmissions', 'TCP unicast connections', '15 Mbit/s', '2 Mbit/s', 'mesh generation', 'microcomputer applications', 'multicast communication', 'network topology', 'performance evaluation', 'telecommunication network routing', 'telecommunication traffic', 'transport protocols', 'workstation clusters']",240,32
504,652,A case for end system multicast The conventional wisdom has been that Internet protocol IP is the natural protocol layer for implementing multicast related functionality. However more than a decade after its initial proposal IP multicast is still plagued with concerns pertaining to scalability network management deployment and support for higher layer functionality such as error flow and congestion control. We explore an alternative architecture that we term end system multicast where end systems implement all multicast related functionality including membership management and packet replication. This shifting of multicast support from routers to end systems has the potential to address most problems associated with IP multicast. However the key concern is the performance penalty associated with such a model. In particular end system multicast introduces duplicate packets on physical links and incurs larger end-to-end delays than IP multicast. We study these performance concerns in the context of the Narada protocol. In Narada end systems self-organize into an overlay structure using a fully distributed protocol. Further end systems attempt to optimize the efficiency of the overlay by adapting to network dynamics and by considering application level performance. We present details of Narada and evaluate it using both simulation and Internet experiments. Our results indicate that the performance penalties are low both from the application and the network perspectives. We believe the potential benefits of transferring multicast functionality from end systems to routers significantly outweigh the performance penalty incurred,"['end system multicast', 'Internet protocol', 'protocol layer', 'IP multicast', 'network management', 'network scalability', 'higher layer functionality', 'congestion control', 'membership management', 'packet replication', 'network routers', 'end-to-end delays', 'Narada protocol', 'overlay structure', 'distributed protocol', 'network dynamics', 'application level performance', 'simulation', 'Internet experiments', 'performance penalties', 'self-organizing protocol', 'computer network management', 'delays', 'Internet', 'multicast communication', 'performance evaluation', 'self-adjusting systems', 'telecommunication congestion control', 'telecommunication network routing', 'transport protocols']",237,30
505,653,Indexing-neglected and poorly understood The growth of the Internet has highlighted the use of machine indexing. The difficulties in using the Internet as a searching device can be frustrating. The use of the term python is given as an example. Machine indexing is noted as rotten and human indexing as capricious. The problem seems to be a lack of a theoretical foundation for the art of indexing. What librarians have learned over the last hundred years has yet to yield a consistent approach to what really works best in preparing index terms and in the ability of our customers to search the various indexes. An attempt is made to consider the elements of indexing their pros and cons. The argument is made that machine indexing is far too prolific in its production of index terms. Neither librarians nor computer programmers have made much progress to improve Internet indexing. Human indexing has had the same problems for over fifty years,"['Internet', 'machine indexing', 'searching', 'index terms', 'human indexing', 'indexing', 'information resources', 'information retrieval', 'Internet', 'vocabulary']",159,10
506,654,A question of perspective assigning Library of Congress subject headings to classical literature and ancient history This article explains the concept of world view and shows how the world view of cataloguers influences the development and assignment of subject headings to works about other cultures and civilizations using works from classical literature and ancient history as examples. Cataloguers are encouraged to evaluate the headings they assign to works in classical literature and ancient history in terms of the world views of Ancient Greece and Rome so that headings reflect the contents of the works they describe and give fuller expression to the diversity of thoughts and themes that characterize these ancient civilizations,"['Library of Congress subject heading assignment', 'world view', 'cultures', 'civilizations', 'classical literature', 'ancient history', 'Ancient Greece', 'Ancient Rome', 'cataloguing', 'history', 'literature', 'vocabulary']",112,12
507,655,Mapping CCF to MARC21 an experimental approach The purpose of this article is to raise and address a number of issues pertaining to the conversion of Common Communication Format CCF into MARC21. In this era of global resource sharing exchange of bibliographic records from one system to another is imperative in today's library communities. Instead of using a single standard to create machine-readable catalogue records more than 20 standards have emerged and are being used by different institutions. Because of these variations in standards sharing of resources and transfer of data from one system to another among the institutions locally and globally has become a significant problem. Addressing this problem requires keeping in mind that countries such as India and others in southeast Asia are using the CCF as a standard for creating bibliographic cataloguing records. This paper describes a way to map the bibliographic catalogue records from CCF to MARC21 although 100 mapping is not possible. In addition the paper describes an experimental approach that enumerates problems that may occur during the mapping of records/exchanging of records and how these problems can be overcome,"['Common Communication Format conversion', 'MARC21', 'global resource sharing', 'bibliographic records exchange', 'library communities', 'machine-readable catalogue records', 'standards', 'data transfer', 'India', 'southeast Asia', 'CCF to MARC21 mapping', 'cataloguing', 'electronic data interchange', 'library automation', 'records management', 'standards']",185,16
508,656,The cataloger's workstation revisited utilizing Cataloger's Desktop A few years into the development of Cataloger's Desktop an electronic cataloging tool aggregator available through the Library of Congress is an opportune time to assess its impact on cataloging operations. A search for online cataloging tools on the Internet indicates a proliferation of cataloging tool aggregators which provide access to online documentation related to cataloging practices and procedures. Cataloger's Desktop stands out as a leader among these aggregators. Results of a survey to assess 159 academic ARL and large public libraries reasons for use or non-use of Cataloger's Desktop highlight the necessity of developing strategies for its successful implementation including training staff providing documentation and managing technical issues,"[""Cataloger's Desktop"", 'electronic cataloging tool', 'online cataloging tools', 'Internet', 'cataloging tool aggregators', 'online documentation', 'large public libraries', 'academic ARL', 'staff training', 'documentation', 'managing technical issues', ""cataloger's workstation"", 'academic libraries', 'cataloguing', 'library automation', 'public libraries', 'training']",116,17
509,657,The web services agenda Even the most battle-scarred of CIOs have become excited at the prospect of what web services can do for their businesses. But there are still some shortcomings to be addressed,"['web services', 'transaction support', 'security', 'DP management', 'intranets', 'management information systems']",34,6
510,658,Process pioneers agile business By managing IT infrastructures along so-called top down lines organisations can streamline their business processes eliminate redundant tasks and increase automation,"['agile business', 'managing IT infrastructures', 'business processes', 'increase automation', 'DP management', 'management information systems']",25,6
511,659,Integration  no longer a barrier agile business Web services will be a critical technology for enabling the agile business,"['agile business', 'Web services', 'integration middleware', 'Iona', 'AMR Research', 'application program interfaces', 'management information systems']",19,7
512,660,At your service agile businesses Senior software executives from three of the world's leading software companies and one smaller entrepreneurial software developer explain the impact that web services business process management and integrated application architectures are having on their product development plans and share their vision of the roles these products will play in creating agile businesses,"['agile businesses', 'integrated application architectures', 'business process management', 'web services', 'software companies', 'application program interfaces', 'management information systems']",57,7
513,661,All change agile business What does it take for an organisation to become an agile business Its employees probably need to adhere to new procurement policies work more closely with colleagues in other departments meet more exacting sales targets and offer higher standards of customer service and support. In short they need to change the way they work. Implementing technologies to support agile business models and underpin new practices is a complex task in itself. But getting employees to adopt new practices is far harder and one that requires careful handling says Barry O'Connell general manager of business-to-employee B2E solutions at systems vendor Hewlett-Packard HP,"['agile business', 'corporate transformation', 'organisational change', 'management information systems']",105,4
514,663,The road ahead supply chains Executive supply chain managers says David Metcalfe of Forrester Research need the skills and precision of Mongolian archers on horseback. They must be able to hit their target in this case customer demand while moving at great speed. But what is wrong with the supply chains companies have in place already According to Metcalfe current manufacturing models are too inflexible. A recent survey conducted by Forrester Research supports this claim. It found that 42 of respondents could not transfer production from one plant to another in the event of a glitch in the supply chain. A further 32 said it would be possible but extremely costly,"['supply chains', 'Forrester Research', 'survey', 'manufacturing', 'business networks', 'manufacturing industries', 'production control', 'purchasing', 'stock control']",111,9
515,664,The agile revolution business agility There is a new business revolution in the air. The theory is there the technology is evolving fast. It is all about agility,"['business agility', 'software design', 'software deployment', 'organisational structures', 'supply chains', 'management information systems']",28,6
516,671,Expert advice  how can my organisation take advantage of reverse auctions without jeopardising existing supplier relationships In a recent survey AMR Research found that companies that use reverse auctions to negotiate prices with suppliers typically achieve savings of between 10 and 15 on direct goods and between 20 and 25 on indirect goods and can slash sourcing cycle times from months to weeks. Suppliers however are less enthusiastic. They believe that these savings are achieved only by stripping the human element out of negotiations and evaluating bids on price alone which drives down their profit margins. As a result reverse auctions carry the risk of jeopardising long-term and trusted relationships. Suppliers that have not been involved in a reverse auction before typically fear the bidding event itself  arguably the most theatrical and therefore most hyped-up part of the process. Although it may only last one hour weeks of preparation go into setting up a successful bidding event,"['reverse auctions', 'supplier relationships', 'preparation', 'Request For Quotation', 'electronic commerce', 'purchasing']",157,6
517,673,The Information Age interview  Capital One Credit card company Capital One attributes its rapid customer growth to the innovative use of cutting-edge technology. European CIO Catherine Doran talks about the systems that have fuelled that runaway success,"['credit card company', 'Capital One', 'customer growth', 'cutting-edge technology', 'credit transactions', 'marketing']",37,6
518,674,Portal payback The benefits of deploying a corporate portal are well-documented access to applications and content is centralised so users do not spend hours searching for information the management of disparate applications is also centralised and by allowing users to access self-service applications in areas such as human resources and procurement organisations spend less time on manual processing tasks. But how far can prospective customers rely on the ROI figures presented to them by portal technology vendors In particular how reliable are the ROI calculators these vendors supply on their web sites,"['corporate portal', 'return on investment', 'ROI calculator', 'web sites', 'metrics', 'DP management', 'intranets']",92,7
519,675,Application foundations application servers The changing role of application servers means choosing the right platform has become a complex challenge,"['application servers', 'Microsoft .Net', 'transaction processing', 'security', 'availability', 'load balancing', 'Java 2 Enterprise Edition', 'application program interfaces']",20,8
520,676,Impossible choice web hosting service provider Selecting a telecoms and web hosting service provider has become a high-stakes game of chance,"['web hosting service provider', 'IT managers', 'selection', 'customer service', 'computer network management', 'Internet']",21,6
521,677,Acts to facts catalogue The paper shows a way to satisfy users changing and specific information needs by providing the modified format-author-collaborators-title-series-subject FACTS). catalogue instead of the traditional author-collaborator-title-series-subjects ACTS catalogue,"['information needs', 'format-author-collaborators-title-series-subject catalogue', 'author-collaborator-title-series-subjects catalogue', 'information needs', 'information retrieval', 'library automation']",31,6
522,678,Marketing in CSIR libraries and information centres a study on promotional efforts This paper examines the attitudes of librarians towards the promotional aspects in several CSIR libraries and information centres of India. The issues related to promotional activities of these libraries have been evaluated to determine the extent to which they are being practised. Librarians hold positive attitudes about promotional aspects of libraries and often practise them without knowing they are practising marketing concepts. Suggestions and strategies for improving the promotional activities in libraries and information services are put forth so as to meet the information needs and demands of clientele,"['CSIR libraries', 'information centres', 'India', 'promotional activities', 'marketing', 'information needs', 'information centres', 'information needs', 'libraries', 'marketing']",101,10
523,679,Himalayan information system a proposed model The information explosion and the development in information technology force us to develop information systems in various fields. The research on Himalaya has achieved phenomenal growth in recent years in India. The information requirements of Himalayan researchers are divergent in nature. In order to meet these divergent needs all information generated in various Himalayan research institutions has to be collected and organized to facilitate free flow of information. This paper describes the need for a system for Himalayan information. It also presents the objectives of Himalayan information system HIMIS). It discusses in brief the idea of setting up a HIMIS and explains its utility to the users. It appeals to the government for supporting the development of such system,"['Himalayan information system model', 'information explosion', 'information technology', 'India', 'information requirements', 'HIMIS', 'government', 'information network', 'geographic information systems', 'information needs', 'information networks', 'information resources']",125,12
524,680,Information needs of the working journalists in Orissa a study Provides an insight into the various information needs of working journalists in Orissa. Analyses data received from 226 working journalists representing 40 newspaper organisations. Also depicts the specialisation of working journalists their frequency of information requirement mode of dissemination preferred information sources explored mode of services opted and their information privations. The study asserts that subjects primarily concerned with the professional work and image of the working journalists are rated utmost significant,"['information needs', 'working journalists', 'data analysis', 'newspaper organisations', 'information requirement', 'information dissemination', 'information sources', 'professional work', 'information dissemination', 'information needs', 'information resources', 'publishing']",82,12
525,681,Construction of information retrieval thesaurus for family planning terms using CDS/ISIS The thesaurus as a tool for information retrieval and as an alternative to the existing scheme of classifications in information retrieval is discussed. The paper considers the emergence of the information retrieval thesaurus and its definition. Family planning is a multidisciplinary subject covering socio economic cultural psychological and medical fields. This necessitated the construction of a thesaurus for the Family Planning discipline. The construction is based on UNISIST ISO 2788 and BS 5723 guidelines by using CDS/ISIS software,"['information retrieval', 'thesaurus', 'family planning terms', 'CDS/ISIS software', 'bibliographic databases', 'classification', 'socio economic field', 'culture', 'psychology', 'medicine', 'Family Planning', 'ISO 2788', 'UNISIST', 'BS 5723', 'bibliographic systems', 'classification', 'indexing', 'information retrieval', 'ISO standards', 'medical information systems', 'thesauri']",89,21
526,682,Information and information technology This paper reveals the concepts of information and information technology. It also describes the close relationship between information and information technology. It explains a basic mechanism of different devices of information technology and connotes how they are useful to store process and retrieve the information. In addition of this the paper shows the present status of information technology and Indian universities,"['information technology', 'information', 'information storage', 'information processing', 'information retrieval', 'Indian universities', 'academic libraries', 'information centres', 'information retrieval', 'information storage', 'library automation']",65,11
527,683,Knowledge management The article defines knowledge management discusses its role and describes its functions. It also explains the principles of knowledge management enumerates the strategies involved in knowledge management and traces its history in brief. The focus is on its interdisciplinary nature. The steps involved in knowledge management i.e. identifying collecting and capturing selecting organizing and storing sharing applying and creating are explained. The pattern of knowledge management initiatives is also considered,"['knowledge management', 'business data processing', 'data warehouses', 'management information systems', 'marketing data processing']",72,5
528,684,Individual decision making using fuzzy set theory The paper shows the importance of decision making by an individual and highlights the prime domain of decision making where fuzzy set theory can be used as a tool. Fuzzy set theory has been used on rational model of decision making to arrive at the desired conclusion,"['individual decision making', 'fuzzy set theory', 'rational decision making model', 'decision theory', 'fuzzy set theory']",54,5
529,685,Robotically enhanced placement of left ventricular epicardial electrodes during implantation of a biventricular implantable cardioverter defibrillator system Biventricular pacing has gained increasing acceptance in advanced heart failure patients. One major limitation of this therapy is positioning the left ventricular stimulation lead via the coronary sinus. This report demonstrates the feasibility of totally endoscopic direct placement of an epicardial stimulation lead on the left ventricle using the daVinci surgical system,"['epicardial leads', 'left ventricular pacing', 'left ventricular epicardial electrodes', 'biventricular implantable cardioverter defibrillator system implantation', 'coronary sinus', 'daVinci surgical system', 'totally endoscopic direct placement', 'advanced heart failure patients', 'left ventricular stimulation lead positioning', 'biomedical electrodes', 'defibrillators', 'medical robotics']",69,12
530,686,Technology CAD of SiGe-heterojunction field effect transistors A 2D virtual wafer fabrication simulation suite has been employed for the technology CAD of SiGe channel heterojunction field effect transistors HFETs). Complete fabrication process of SiGe p-HFETs has been simulated. The SiGe material parameters and mobility model were incorporated to simulate Si/SiGe p-HFETs with a uniform germanium channel having an L/sub eff of 0.5 mu m. A significant improvement in linear transconductance is observed when compared to control-silicon p-MOSFETs,"['technology CAD', 'heterojunction field effect transistors', 'SiGe', 'fabrication process', 'material parameters', 'mobility model', 'uniform channel', 'linear transconductance', '0.5 micron', 'carrier mobility', 'field effect transistors', 'Ge-Si alloys', 'semiconductor device models', 'semiconductor materials', 'technology CAD (electronics)']",77,15
531,687,Image reconstruction of simulated specimens using convolution back projection This paper reports the reconstruction of cross-sections of composite structures. The convolution back projection CBP algorithm has been used to capture the attenuation field over the specimen. Five different test cases have been taken up for evaluation. These cases represent varying degrees of complexity. In addition the role of filters on the nature of the reconstruction errors has also been discussed. Numerical results obtained in the study reveal that CBP algorithm is a useful tool for qualitative as well as quantitative assessment of composite regions encountered in engineering applications,"['image reconstruction', 'simulated specimens', 'convolution back projection', 'composite structures', 'attenuation field', 'filters', 'reconstruction errors', 'CBP algorithm', 'composite regions', 'engineering applications', 'computerised tomography', 'computerised tomography', 'convolution', 'image reconstruction', 'nondestructive testing']",98,15
532,688,Active vibration control of piezolaminated smart beams This paper deals with the active vibration control of beam like structures with distributed piezoelectric sensor and actuator layers bonded on top and bottom surfaces of the beam. A finite element model based on Euler-Bernoulli beam theory has been developed. The contribution of the piezoelectric sensor and actuator layers on the mass and stiffness of the beam is considered. Three types of classical control strategies namely direct proportional feedback constant-gain negative velocity feedback and Lyapunov feedback and an optimal control strategy linear quadratic regulator LQR scheme are applied to study their control effectiveness. Also the control performance with different types of loading such as impulse loading step loading harmonic and random loading is studied,"['active vibration control', 'piezolaminated smart beams', 'beam like structures', 'distributed piezoelectric sensor layers', 'distributed piezoelectric actuator layers', 'top surfaces', 'bottom surfaces', 'finite element model', 'Euler-Bernoulli beam theory', 'mass', 'stiffness', 'direct proportional feedback', 'constant-gain negative velocity feedback', 'Lyapunov feedback', 'optimal control strategy', 'linear quadratic regulator', 'control effectiveness', 'impulse loading', 'step loading', 'harmonic loading', 'random loading', 'feedback', 'finite element analysis', 'intelligent control', 'linear quadratic control', 'Lyapunov methods', 'piezoelectric actuators', 'vibration control']",121,28
533,689,Continuous-time linear systems folklore and fact We consider a family of continuous input-output maps representing linear time-invariant systems that take a set of signals into itself. It is shown that this family contains maps whose impulse response is the zero function but which take certain inputs into nonzero outputs. It is shown also that this family contains members whose input-output properties are not described by their frequency domain response functions and that the maps considered need not even commute,"['continuous-time systems', 'linear systems', 'continuous input-output maps', 'time-invariant systems', 'impulse response', 'zero function', 'frequency domain response', 'commutation', 'signal processing', 'continuous time systems', 'frequency-domain analysis', 'linear systems', 'poles and zeros', 'signal processing', 'transient response']",79,15
534,690,Robust Kalman filter design for discrete time-delay systems The problem of finite and infinite-horizon robust Kalman filtering for uncertain discrete-time systems with state delay is addressed. The system under consideration is subject to time-varying norm-bounded parameter uncertainty in both the state and output matrices. We develop a new methodology for designing a linear filter such that the error variance of the filter is guaranteed to be within a certain upper bound for any allowed uncertainty and time delay. The solution is given in terms of two Riccati equations. Multiple time-delay systems are also investigated,"['robust Kalman filter', 'discrete time-delay systems', 'uncertain systems', 'state delay', 'time-varying parameter uncertainty', 'norm-bounded parameter uncertainty', 'state matrices', 'output matrices', 'linear filter', 'Riccati equations', 'robust state estimation', 'delays', 'discrete time systems', 'estimation theory', 'filtering theory', 'Kalman filters', 'matrix algebra', 'Riccati equations', 'state estimation', 'time-varying systems', 'uncertain systems']",94,21
535,691,Robust output-feedback control for linear continuous uncertain state delayed systems with unknown time delay The state-delayed time often is unknown and independent of other variables in most real physical systems. A new stability criterion for uncertain systems with a state time-varying delay is proposed. Then a robust observer-based control law based on this criterion is constructed via the sequential quadratic programming method. We also develop a separation property so that the state feedback control law and observer can be independently designed and maintain closed-loop system stability. An example illustrates the availability of the proposed design method,"['robust control', 'output-feedback control', 'linear continuous systems', 'uncertain systems', 'state delayed systems', 'time delay', 'state time-varying delay', 'observer-based control law', 'sequential quadratic programming', 'state feedback control law', 'closed-loop system stability', 'closed loop systems', 'continuous time systems', 'control theory', 'delays', 'linear systems', 'observers', 'quadratic programming', 'robust control', 'state feedback', 'time-varying systems', 'uncertain systems']",96,22
536,692,A partial converse to Hadamard's theorem on homeomorphisms A theorem by Hadamard gives a two-part condition under which a map from one Banach space to another is a homeomorphism. The theorem while often very useful is incomplete in the sense that it does not explicitly specify the family of maps for which the condition is met. Here under a typically weak additional assumption on the map we show that Hadamard's condition is met if and only if the map is a homeomorphism with a Lipschitz continuous inverse. An application is given concerning the relation between the stability of a nonlinear system and the stability of related linear systems,"['partial converse', 'Hadamard theorem', 'homeomorphisms', 'Banach space', 'Lipschitz continuous inverse', 'nonlinear system stability', 'linear system stability', 'linearization', 'nonlinear feedback systems', 'nonlinear networks', 'Banach spaces', 'feedback', 'linear systems', 'linearisation techniques', 'nonlinear network analysis', 'nonlinear systems', 'numerical stability']",108,17
537,693,Lifting factorization of discrete W transform A general method is proposed to factor the type-IV discrete W transform DWT-IV into lifting steps and additions. Then based on the relationships among various types of DWTs four types of DWTs are factored into lifting steps and additions. After approximating the lifting matrices we get four types of new integer DWTs IntDWT-I IntDWT-II IntDWT-III and IntDWT-IV which are floating-point multiplication free. Integer-to-integer transforms II-DWT which approximate to DWT are also proposed. Fast algorithms are given for the new transforms and their computational complexities are analyzed,"['lifting factorization', 'discrete wavelet transform', 'DWT', 'lifting matrices', 'integer transforms', 'computational complexity', 'data compression', 'feature extraction', 'multiframe detection', 'filter bank', 'lossless coding schemes', 'mobile devices', 'integer arithmetic', 'mobile computing', 'channel bank filters', 'data compression', 'discrete wavelet transforms', 'matrix algebra', 'mobile computing', 'transform coding']",92,20
