,id,abstract,keys,#tokens,#keys
34,35,When testing database applications in addition to creating in-memory fixtures it is also necessary to create an initial database state that is appropriate for each test case. Current approaches either require exact database states to be specified in advance or else generate a single initial state under guidance from the user that is intended to be suitable for execution of all test cases. The first method allows large test suites to be executed in batch but requires considerable programmer effort to create the test cases and to maintain them). The second method requires less programmer effort but increases the likelihood that test cases will fail in non-fault situations due to unexpected changes to the content of the database. In this paper we propose a new approach in which the database states required for testing are specified intensionally as constrained queries that can be used to prepare the database for testing automatically . This technique overcomes the limitations of the other approaches and does not appear to impose significant performance overheads.,"['Testing Framework', 'Lesser Programmer Effort for Test Cases', 'software testing', 'Seamless Integration', 'Query Based Language', 'Efficient Testing', 'Performance Testing', 'databases', 'Improvement for the Intensional Test Cases', 'Intensional Test Cases', 'database testing', 'Testing for Database Systems', 'DOT-UNIT']",170,13
35,36,A neural network based clustering method for the analysis of soft handovers in 3G network is introduced. The method is highly visual and it could be utilized in explorative analysis of mobile networks. In this paper the method is used to find groups of similar mobile cell pairs in the sense of handover measurements. The groups or clusters found by the method are characterized by the rate of successful handovers as well as the causes of failing handover attempts. The most interesting clusters are those which represent certain type of problems in handover attempts. By comparing variable histograms of a selected cluster to histograms of the whole data set an application domain expert may find some explanations on problems. Two clusters are investigated further and causes of failing handover attempts are discussed.,"['soft handover', 'neural networks', 'Cluster Analysis', 'Self-Organizing Map', 'data mining', 'Visualization Capability', 'Data Mining', 'Two-Phase Clustering Algorithm', 'Soft Handover', 'hierarchical clustering', 'Decrease in Computational Complexity', 'Key Performance Indicator of Handover', 'mobility management', 'Histograms', 'Neural Network Algorithm', '3G network']",132,16
36,37,Aspect Oriented Programming a relatively new programming paradigm earned the scientific community's attention . The paradigm is already evaluated for traditional OOP and component-based software development with remarkable results. However most of the published work while of excellent quality is mostly theoretical or involves evaluation of AOP for research oriented and experimental software . Unlike the previous work this study considers the AOP paradigm for solving real-life problems which can be faced in any commercial software. We evaluate AOP in the development of a high-performance component-based web-crawling system and compare the process with the development of the same system without AOP. The results of the case study mostly favor the aspect oriented paradigm.,"['programming paradigms', 'Aspect Oriented Programming', 'evaluation', 'Software development process experiment', 'component-based application', 'Object Oriented Programming', 'AOP', 'Aspect Oriented Programming application', 'Web Crawler Implementation', 'OOP', 'case study', 'programming paradigm comparison', 'development process experiment metrics']",113,13
37,38,In a large sensor network in-network data aggregation i.e. combining partial results at intermediate nodes during message routing significantly reduces the amount of communication and hence the energy consumed. Recently several researchers have proposed robust aggregation frameworks which combine multi-path routing schemes with duplicate-insensitive algorithms to accurately compute aggregates e.g. Sum Count Average in spite of message losses resulting from node and transmission failures. However these aggregation frameworks have been designed without security in mind. Given the lack of hardware support for tamper-resistance and the unattended nature of sensor nodes sensor networks are highly vulnerable to node compromises. We show that even if a few compromised nodes contribute false sub-aggregate values this results in large errors in the aggregate computed at the root of the hierarchy. We present modifications to the aggregation algorithms that guard against such attacks i.e. we present algorithms for resilient hierarchical data aggregation despite the presence of compromised nodes in the aggregation hierarchy. We evaluate the performance and costs of our approach via both analysis and simulation . Our results show that our approach is scalable and efficient.,"['Attack-Resilient', 'Hierarchical Aggregation', 'network aggregation algorithms', 'Count aggregate', 'robust aggregation', 'sensor networks', 'in-network data aggregation', 'node compromise prevention', 'Sum aggregate', 'Data Aggregation', 'falsified local value attack', 'Attack resilient heirarchical data aggregation', 'falsified sub-aggregate attack', 'synopsis diffusion aggregation framework', 'Synopsis Diffusion', 'Sensor Network Security']",182,16
38,39,To have a rich presentation of a topic it is not only expected that many relevant multimodal information including images text audio and video could be extracted it is also important to organize and summarize the related information and provide users a concise and informative storyboard about the target topic. It facilitates users to quickly grasp and better understand the content of a topic. In this paper we present a novel approach to automatically generating a rich presentation of a given semantic topic. In our proposed approach the related multimodal information of a given topic is first extracted from available multimedia databases or websites. Since each topic usually contains multiple events a text-based event clustering algorithm is then performed with a generative model. Other media information such as the representative images possibly available video clips and flashes interactive animates are associated with each related event. A storyboard of the target topic is thus generated by integrating each event and its corresponding multimodal information. Finally to make the storyboard more expressive and attractive an incidental music is chosen as background and is aligned with the storyboard. A user study indicates that the presented system works quite well on our testing examples.,"['multimedia authoring', 'High-level semantics', 'Rich video clips and flashes', 'Generate storyboard', 'Multi-modal information', 'Event clustering', 'documentary and movie', 'multimodality', 'Rich presentation', 'Images, videos and Audio Technologies', 'Communication and Multimedia', 'Representative Media', 'Subjective multiple events', 'storyboard', 'multimedia fusion', 'events clustering']",200,16
39,40,In this paper we propose a machine learning approach to title extraction from general documents. By general documents we mean documents that can belong to any one of a number of specific genres including presentations book chapters technical papers brochures reports and letters. Previously methods have been proposed mainly for title extraction from research papers. It has not been clear whether it could be possible to conduct automatic title extraction from general documents. As a case study we consider extraction from Office including Word and PowerPoint. In our approach we annotate titles in sample documents for Word and PowerPoint respectively and take them as training data train machine learning models and perform title extraction using the trained models. Our method is unique in that we mainly utilize formatting information such as font size as features in the models. It turns out that the use of formatting information can lead to quite accurate extraction from general documents. Precision and recall for title extraction from Word is 0.810 and 0.837 respectively and precision and recall for title extraction from PowerPoint is 0.875 and 0.895 respectively in an experiment on intranet data. Other important new findings in this work include that we can train models in one domain and apply them to another domain and more surprisingly we can even train models in one language and apply them to another language. Moreover we can significantly improve search ranking results in document retrieval by using the extracted titles.,"['Search ranking results', 'File Formats’ extraction', 'File extraction', 'metadata extraction', 'Metadata processing', 'search', 'generic languages', 'information extraction', 'machine learning', 'Digital Copies', 'PowerPoint documents', 'Information search and Retrieval', 'Precision extraction', 'Microsoft Office Automation']",244,14
40,41,Intrusion or misbehaviour detection systems are an important and widely accepted security tool in computer and wireless sensor networks. Their aim is to detect misbehaving or faulty nodes in order to take appropriate countermeasures thus limiting the damage caused by adversaries as well as by hard or software faults. So far however once detected misbehaving nodes have just been isolated from the rest of the sensor network and hence are no longer usable by running applications. In the presence of an adversary or software faults this proceeding will inevitably lead to an early and complete loss of the whole network. For this reason we propose to no longer expel misbehaving nodes but to recover them into normal operation. In this paper we address this problem and present a formal specification of what is considered a secure and correct node recovery algorithm together with a distributed algorithm that meets these properties. We discuss its requirements on the soft and hardware of a node and show how they can be fulfilled with current and upcoming technologies. The algorithm is evaluated analytically as well as by means of extensive simulations and the findings are compared to the outcome of a real implementation for the BTnode sensor platform. The results show that recovering sensor nodes is an expensive though feasible and worthwhile task. Moreover  the proposed program code update algorithm is not only secure but also fair and robust.,"['Intrusion Detection', 'distributed algorithm', 'Node Recovery', 'IDS', 'sensor networks', 'security', 'countermeasures', 'Wireless Sensor Networks', 'intrusion detection', 'sensor nodes', 'node recovery']",235,11
41,42,This paper explores the use of Bayesian online classifiers to classify text documents. Empirical results indicate that these classifiers are comparable with the best text classification systems. Furthermore the online approach offers the advantage of continuous learning in the batch-adaptive text filtering task.,"['Text Filtering', 'continous learning', 'Machine Learning', 'text classification', 'Bayesian', 'Online', 'Text Classification', 'machine learning', 'filtering', 'information gain', 'perceptron', 'Bayesian online classifiers', 'Gaussian process']",43,13
42,43,Since the publication of Brin and Page's paper on PageRank many in the Web community have depended on PageRank for the static query-independent ordering of Web pages. We show that we can significantly outperform PageRank using features that are independent of the link structure of the Web. We gain a further boost in accuracy by using data on the frequency at which users visit Web pages. We use RankNet a ranking machine learning algorithm to combine these and other static features based on anchor text and domain characteristics. The resulting model achieves a static ranking pairwise accuracy of 67.3 vs. 56.7 for PageRank or 50 for random).,"['Static ranking', 'relevance', 'static features', 'RankNet', 'dynamic ranking', 'fRank', 'static ranking', 'pairwise accuracy', 'popularity data', 'anchor text', 'Web pages', 'search engines', 'PageRank']",107,13
43,44,It is well known that the secure computation of non-trivial functionalities in the setting of no honest majority requires computational assumptions. We study the way such computational assumptions are used. Specifically we ask whether the secure protocol can use the underlying primitive e.g. one-way trapdoor permutation in a black-box way or must it be nonblack-box by referring to the code that computes this primitive Despite the fact that many general constructions of cryptographic schemes e.g. CPA-secure encryption  refer to the underlying primitive in a black-box way only there are some constructions that are inherently nonblack-box. Indeed all known constructions of protocols for general secure computation that are secure in the presence of a malicious adversary and without an honest majority use the underlying primitive in a nonblack-box way requiring to prove in zero-knowledge statements that relate to the primitive). In this paper we study whether such nonblack-box use is essential. We present protocols that use only black-box access to a family of enhanced trapdoor permutations or to a homomorphic public-key encryption scheme. The result is a protocol whose communication complexity is independent of the computational complexity of the underlying primitive e.g. a trapdoor permutation and whose computational complexity grows only linearly with that of the underlying primitive. This is the first protocol to exhibit these properties.,"['nonblack-box', 'oblivious transfer protocol', 'malicious adversary', 'black-box', 'trapdoor permutation', 'secure computation', 'cryptographic', 'encryption scheme', 'oblivious transfer', 'black-box reductions', 'Theory of cryptography']",216,11
44,45,Bluetooth is a cable replacement technology for Wireless Personal Area Networks. It is designed to support a wide variety of applications such as voice streamed audio and video web browsing printing and file sharing each imposing a number of quality of service constraints including packet loss latency delay variation and throughput. In addition to QOS support another challenge for Bluetooth stems from having to share the 2.4 GHz ISM band with other wireless devices such as IEEE 802.11. The main goal of this paper is to investigate the use of a dynamic scheduling algorithm that guarantees QoS while reducing the impact of interference. We propose a mapping between some common QoS parameters such as latency and bit rate and the parameters used in the algorithm. We study the algorithm's performance and obtain simulation results for selected scenarios and configurations of interest.,"['coexistence', 'interference', 'QoS', 'MAC scheduling', 'scheduling priorities', 'BIAS', 'inteference', 'WPANs', 'WPAN', 'WLAN', 'Bluetooth', 'dynamic scheduling']",141,12
45,46,This paper examines the average page quality over time of pages downloaded during a web crawl of 328 million unique pages. We use the connectivity-based metric PageRank to measure the quality of a page. We show that traversing the web graph in breadth-first search order is a good crawling strategy as it tends to discover high-quality pages early on in the crawl.,"['connectivity-based metrics', '', 'high quality pages', 'breadth-first search', 'ordering metrics', 'page quality metric', 'crawling', 'crawl order', 'Crawling', 'breadth first search', 'PageRank']",62,11
46,47,"Many instant messenger IM clients let a person specify the identifying name that appears in another person's contact list. We have noticed that many people add extra information to this name as a way to broadcast information to their contacts. Twelve IM contact lists comprising 444 individuals were monitored over three weeks to observe how these individuals used and altered their display names. Almost half of them changed their display names at varying frequencies where the new information fell into seventeen different categories of communication supplied to others. Three themes encompass these categories Identification who am I Information About Self this is what is going on with me and Broadcast Message I am directing information to the community""). The design implication is that systems supporting person to person casual interaction such as IM should explicitly include facilities that allow people to broadcast these types of information to their community of contacts.","['Related IM Research', 'communication', 'Communication Catogories', 'display name', 'Name Variation Handles', 'Catorgorisation Of Display Names', 'Instant Messaging', 'Broadcast Information', 'Identification Is Fundamental', 'MSN messager', 'awareness', 'Distribution Frequency Of Various Catogories', 'Instant messenger', 'Display Names']",151,14
47,48,This paper describes the building of a research library for studying the Web especially research on how the structure and content of the Web change over time. The library is particularly aimed at supporting social scientists for whom the Web is both a fascinating social phenomenon and a mirror on society. The library is built on the collections of the Internet Archive which has been preserving a crawl of the Web every two months since 1996. The technical challenges in organizing this data for research fall into two categories high-performance computing to transfer and manage the very large amounts of data and human-computer interfaces that empower research by non-computer specialists.,"['Storage', 'User Support', 'history of the Web', 'Full Text Indexes', 'Flexible Preload System', 'computational social science', 'digital libraries', 'Scalability', 'Database Access', 'Internet Archive', 'Database Management', 'Dataflow', 'User Interface']",110,13
48,49,This working group laid the groundwork for the collection and analysis of oral histories of women computing educators. This endeavor will eventually create a body of narratives to serve as role models to attract students in particular women to computing it will also serve to preserve the history of the female pioneers in computing education. Pre-conference work included administration of a survey to assess topical interest. The working group produced aids for conducting interviews including an opening script an outline of topics to be covered guidelines for conducting interviews and a set of probing questions to ensure consistency in the interviews. The group explored issues such as copyright and archival that confront the large-scale implementation of the project and suggested extensions to this research. This report includes an annotated bibliography of resources. The next steps will include training colleagues in how to conduct interviews and establishing guidelines for archival and use of the interviews.,"['Computing Education History', 'Oral History']",154,2
49,50,This paper introduces a rationale for and approach to the study of sustainability in computerized community information systems. It begins by presenting a theoretical framework for posing questions about sustainability predicated upon assumptions from social construction of technology and adaptive structuration theories. Based in part on the literature and in part on our own experiences in developing a community information system we introduce and consider three issues related to sustainability stakeholder involvement commitment from key players and the development of critical mass.,"['critical mass', 'computerized community information system', 'key players', 'construction of technology', 'participatory design', 'Community networks', 'community network', 'sustainability', 'skateholder involvement']",82,9
50,51,Machine learning systems offer unparalled flexibility in dealing with evolving input in a variety of applications such as intrusion detection systems and spam e-mail filtering. However  machine learning algorithms themselves can be a target of attack by a malicious adversary. This paper provides a framework for answering the question Can machine learning be secure Novel contributions of this paper include a taxonomy of different types of attacks on machine learning techniques and systems a variety of defenses against those attacks a discussion of ideas that are important to security for machine learning an analytical model giving a lower bound on attacker's work function and a list of open problems.,"['Intrusion Detection', 'Intrusion detection system', 'Targeted attack', 'Availability', 'Machine learning', 'Computer Security', 'Machine Learning', 'Causative attack', 'Learning algorithms', 'Game Theory', 'Statistical Learning', 'Indiscriminate attack', 'Spam Filters', 'Security Metrics', 'Adversarial Learning', 'Exploratory attack', 'Integrity', 'Security', 'Computer Networks']",109,19
51,52,The Catenaccio system integrates information retrieval with sketch manipulations. The system is designed especially for pen-based computing and allows users to retrieve information by simple pen manipulations such as drawing a picture. When a user draws a circle and writes a keyword information nodes related to the keyword are collected automatically inside the circle. In addition the user can create a Venn diagram by repeatedly drawing circles and keywords to form more complex queries. Thus the user can retrieve information both interactively and visually without complex manipulations. Moreover the sketch interaction is so simple that it is possible to combine it with other types of data such as images and real-world information for information retrieval. In this paper we describe our Catenaccio system and how it can be effectively applied.,"['interactive system', 'Interactive information retrieval system', 'keyword searching', '2D system', 'Sketch manipulation', 'Venn diagram', 'Pen-based computing', 'Image data', 'sketch manipulations', 'Catnaccio system', 'Visual information retrieval', 'Information retrieval', 'Information node']",130,13
52,53,Compression reduces both the size of indexes and the time needed to evaluate queries. In this paper we revisit the compression of inverted lists of document postings that store the position and frequency of indexed terms considering two approaches to improving retrieval efficiency:better implementation and better choice of integer compression schemes. First we propose several simple optimisations to well-known integer compression schemes and show experimentally that these lead to significant reductions in time. Second we explore the impact of choice of compression scheme on retrieval efficiency. In experiments on large collections of data we show two surprising results:use of simple byte-aligned codes halves the query evaluation time compared to the most compact Golomb-Rice bitwise compression schemes and even when an index fits entirely in memory byte-aligned codes result in faster query evaluation than does an uncompressed index emphasising that the cost of transferring data from memory to the CPU cache is less for an appropriately compressed index than for an uncompressed index. Moreover byte-aligned schemes have only a modest space overhead:the most compact schemes result in indexes that are around 10 of the size of the collection while a byte-aligned scheme is around 13%. We conclude that fast byte-aligned codes should be used to store integers in inverted lists.,"['Decoding', 'Document retrieval', 'index compression', 'integer coding', 'Inverted index', 'Efficiency', 'Optimisation', 'Bytewise compression', 'Compression', 'Variable byte', 'Inverted indexes', 'Search engine', 'Integer Compression', 'retrieval efficiency']",209,14
53,54,A consistent query answer in a possibly inconsistent database is an answer which is true in every minimal repair of the database. We present here a practical framework for computing consistent query answers for large possibly inconsistent relational databases. We consider relational algebra queries without projection  and denial constraints. Because our framework handles union queries we can effectively and efficiently extract indefinite disjunctive information from an inconsistent database. We describe a number of novel optimization techniques applicable in this context and summarize experimental results that validate our approach.,"['Inconsistent database', 'integrity constraints', 'Consistent Query answer', 'Denial constraints', 'Conflict hypergraph', 'query processing', 'Optimization', 'Polynomial time', 'Repair', 'Knowledge gathering', 'Disjunctive query', 'Relational algebra', 'inconsistency']",88,13
54,55,Research in consistent query answering studies the definition and computation of meaningful answers to queries posed to inconsistent databases i.e. databases whose data do not satisfy the integrity constraints ICs declared on their schema. Computing consistent answers to conjunctive queries is generally coNP-hard in data complexity even in the presence of very restricted forms of ICs single unary keys). Recent studies on consistent query answering for database schemas containing only key dependencies have an-alyzed the possibility of identifying classes of queries whose consistent answers can be obtained by a first-order rewriting of the query which in turn can be easily formulated in SQL and directly evaluated through any relational DBMS. In this paper we study consistent query answering in the presence of key dependencies and exclusion dependencies. We first prove that even in the presence of only exclusion dependencies the problem is coNP-hard in data complexity  and define a general method for consistent answering of conjunctive queries under key and exclusion dependencies based on the rewriting of the query in Datalog with negation . Then we identify a subclass of conjunctive queries that can be first-order rewritten in the presence of key and exclusion dependencies and define an algorithm for computing the first-order rewriting of a query belonging to such a class of queries. Finally we compare the relative efficiency of the two methods for processing queries in the subclass above mentioned. Experimental results conducted on a real and large database of the computer science engineering degrees of the University of Rome La Sapienza clearly show the computational advantage of the first-order based technique.,"['integrity constraints', 'query rewriting', 'inconsistent database', 'Computational Complexity', 'database schemas', 'Query Rewriting', 'conjunctive queries', 'consistent query answering', 'relational database', 'Inconsistency']",264,10
55,56,Apart from completeness usability performance and maintainability are the key quality aspects for Web information systems. Considering usability as key implies taking usage processes into account right from the beginning of systems development. Context-awareness appears as a promising idea for increasing usability of Web Information Systems. In the present paper we propose an approach to context-awareness of Web Information Systems that systematically distinguishes among the various important kinds of context. We show how parts of this context can be operationalized for increasing customers usage comfort. Our approach permits designing Web information systems such that they meet high quality expectations concerning usability performance and maintainability. We demonstrate the validity of our approach by discussing the part of a banking Web Information System dedicated to online home-loan application.,"['scenarios', 'web site', 'media type', 'web information system', 'context-aware information systems', 'SiteLang', 'context-awareness', 'story boarding', 'Web services', 'usability', 'scenes', 'Web Information Systems', 'media objects']",126,13
56,57,This paper discusses the problem of partial object recognition in image databases. We propose the method to reconstruct and estimate partially occluded shapes and regions of objects in images from overlapping and cutting. We present the robust method for recognizing partially occluded objects based on symmetry properties which is based on the contours of objects. Our method provides simple techniques to reconstruct occluded regions via a region copy using the symmetry axis within an object. Based on the estimated parameters for partially occluded objects we perform object recognition on the classification tree. Since our method relies on reconstruction of the object based on the symmetry rather than statistical estimates it has proven to be remarkably robust in recognizing partially occluded objects in the presence of scale changes rotation and viewpoint changes.,"['Image', 'Object', 'reconstruction', 'estimation', 'object recognition', 'contour', 'Symmetry', 'occlusion', 'symmetry', 'Recognition', 'Contour']",131,11
57,58,In this paper we explore the connection between clustering categorical data and entropy clusters of similar poi lower entropy than those of dissimilar ones. We use this connection to design an incremental heuristic algorithm COOLCAT  which is capable of efficiently clustering large data sets of records with categorical attributes and data streams. In contrast with other categorical clustering algorithms published in the past COOLCAT's clustering results are very stable for different sample sizes and parameter settings. Also the criteria for clustering is a very intuitive one since it is deeply rooted on the well-known notion of entropy. Most importantly COOLCAT is well equipped to deal with clustering of data streams continuously arriving streams of data point since it is an incremental algorithm capable of clustering new points without having to look at every point that has been clustered so far. We demonstrate the efficiency and scalability of COOLCAT by a series of experiments on real and synthetic data sets.,"['entropy', 'COOLCAT', 'incremental algorithm', 'clustering', 'data streams', 'categorical clustering', 'data stream']",159,7
58,59,This paper provides an account of new measures of coupling and cohesion developed to assess the reusability of Java components retrieved from the internet by a search engine. These measures differ from the majority of established metrics in two respects they reflect the degree to which entities are coupled or resemble each other and they take account of indirect couplings or similarities. An empirical comparison of the new measures with eight established metrics shows the new measures are consistently superior at ranking components according to their reusability.,"['Reusability', 'Java components', 'Cohesion Metric', 'Coupling', 'Cohesion', 'Spearman Rank Correlation', 'Intransitive Relation', 'Search Engine Technology', 'Linear Regression', 'Component search engine', 'Binary Quantity', 'Experimentary Comparsion']",87,12
59,60,It is important yet hard to identify navigational queries in Web search due to a lack of sufficient information in Web queries which are typically very short. In this paper we study several machine learning methods including naive Bayes model maximum entropy model support vector machine SVM and stochastic gradient boosting tree SGBT for navigational query identification in Web search. To boost the performance of these machine techniques we exploit several feature selection methods and propose coupling feature selection with classification approaches to achieve the best performance. Different from most prior work that uses a small number of features in this paper we study the problem of identifying navigational queries with thousands of available features extracted from major commercial search engine results Web search user click data query log and the whole Web's relational content. A multi-level feature extraction system is constructed. Our results on real search data show that 1 Among all the features we tested user click distribution features are the most important set of features for identifying navigational queries. 2 In order to achieve good performance machine learning approaches have to be coupled with good feature selection methods. We find that gradient boosting tree coupled with linear SVM feature selection is most effective. 3 With carefully coupled feature selection and classification approaches navigational queries can be accurately identified with 88.1 F1 score which is 33 error rate reduction compared to the best uncoupled system and 40 error rate reduction compared to a well tuned system without feature selection.,"['Support Vector Machine', 'Linear SVM Feature Ranking', 'Machine Learning', 'Information Gain', 'Naive Bayes Classifier', 'Navigational Query Classification', 'Multiple Level feature system', 'Stochastic Gradient Boosting Tree', 'Experiments Results', 'Maximum Entropy Classifier', 'Navigational and Informational query', 'Gradient Boosting Tree']",251,12
60,61,Functional verification is widely acknowledged as the bottleneck in the hardware design cycle. This paper addresses one of the main challenges of simulation based verification or dynamic verification  by providing a new approach for Coverage Directed Test Generation CDG). This approach is based on Bayesian networks and computer learning techniques. It provides an efficient way for closing a feedback loop from the coverage domain back to a generator that produces new stimuli to the tested design. In this paper we show how to apply Bayesian networks to the CDG problem. Applying Bayesian networks to the CDG framework has been tested in several experiments exhibiting encouraging results and indicating that the suggested approach can be used to achieve CDG goals.,"['Bayesian Networks', 'Most Probable Explanation', 'Coverage Analysis', 'Dynamic Bayesian Network', 'Markov Chain', 'bidirectional inferences', 'Functional Verification', 'Coverage directed test generation', 'design under test', 'conditional probability', 'Maximal A Posteriori', 'coverage model']",119,12
61,62,"An index connects readers with information. Creating an index for a single book is a time-honored craft. Creating an index for a massive library of HTML topics is a modern craft that has largely been discarded in favor of robust search engines. The authors show how they optimized a single-sourced index for collections of HTML topics printed books and PDF books. With examples from a recent index of 24,000 entries for 7,000 distinct HTML topics also published as 40 different PDF books the authors discuss the connections between modern technology and traditional information retrieval methods that made the index possible usable and efficient to create and maintain.","['indexing problems', 'Search', 'Online information', 'Indexing', 'SQL data type', 'primary index entry', 'automation', 'Human factors', 'HTML master index', 'Internally developed format', 'drop-down selection of terms', 'book indexes', 'Navigation', 'Information retrieval methods', 'Massive Master']",107,15
62,63,Many criteria can be used to evaluate the performance of supervised learning. Different criteria are appropriate in different settings and it is not always clear which criteria to use. A further complication is that learning methods that perform well on one criterion may not perform well on other criteria. For example SVMs and boosting are designed to optimize accuracy whereas neural nets typically optimize squared error or cross entropy. We conducted an empirical study using a variety of learning methods SVMs neural nets k-nearest neighbor bagged and boosted trees and boosted stumps to compare nine boolean classification performance metrics Accuracy Lift F-Score Area under the ROC Curve Average Precision Precision/Recall Break-Even Point Squared Error Cross Entropy and Probability Calibration. Multidimensional scaling MDS shows that these metrics span a low dimensional manifold. The three metrics that are appropriate when predictions are interpreted as probabilities squared error cross entropy and calibration lay in one part of metric space far away from metrics that depend on the relative order of the predicted values ROC area average precision break-even point and lift. In between them fall two metrics that depend on comparing predictions to a threshold accuracy and F-score. As expected maximum margin methods such as SVMs and boosted trees have excellent performance on metrics like accuracy  but perform poorly on probability metrics such as squared error. What was not expected was that the margin methods have excellent performance on ordering metrics such as ROC area and average precision. We introduce a new metric SAR that combines squared error accuracy and ROC area into one metric. MDS and correlation analysis shows that SAR is centrally located and correlates well with other metrics suggesting that it is a good general purpose metric to use when more specific criteria are not known.,"['Performance Evaluation', 'supervised learning', 'standard deviation', 'SVMs', 'squared error', 'algorithmns', 'Lift', 'Recall', 'backpropagation', 'Cross Entropy', 'performance metric', 'Euclidean distance', 'Precision', 'Supervised Learning', 'ROC', 'pairwise', 'Metrics', 'ordering metric']",296,18
63,64,Database Security course is an important part of the InfoSec curriculum. In many institutions this is not taught as an independent course. Parts of the contents presented in this paper are usually incorporated in other courses such as Network Security. The importance of database security concepts stems from the fact that a compromise of data at rest could expose an organization to a greater security threat than otherwise. Database vulnerabilities exposed recently in several high profile incidents would be a good reason to dedicate a full course to this important topic. In this paper we present key topics such as technologies for database protection access control multilevel security database vulnerabilities and defenses privacy and legal issues impact of policies and some well known secure database models.,"['database', 'Database', 'privacy', 'policy', 'buffer overflows', 'access control', 'encryption', 'multilevel security', 'CIA', 'authentication', 'inference channel', 'security', 'inference', 'polyinstantiation']",126,14
64,65,This paper addresses the problem of scatternet formation for single-hop Bluetooth based ad hoc networks with minimal communication overhead. We adopt the well-known structure de Bruijn graph to form the backbone of Bluetooth scatternet hereafter called dBBlue  such that every master node has at most seven slaves every slave node is in at most two piconets and no node assumes both master and slave roles. Our structure dBBlue also enjoys a nice routing property the diameter of the graph is Ç ´ÐÓ Òµ and we can find a path with at most Ç ´ÐÓ Òµ hops for every pair of nodes without any routing table . Moreover the congestion of every node is at most Ç ´ÐÓ Ò Òµ  assuming that a unit of total traffic demand is equally distributed among all pair of nodes. We discuss in detail a vigorous method to locally update the structure dBBlue using at most Ç ´ÐÓ Òµ communications when a node joins or leaves the network. In most cases the cost of updating the scatternet is actually Ç ´½µ since a node can join or leave without affecting the remaining scatternet. The number of nodes affected when a node joins or leaves the network is always bounded from above by a constant . To facilitate self-routing and easy updating we design a scalable MAC assigning mechanism for piconet which guarantees the packet delivery during scatternet updating. The dBBlue scatternet can be constructed incrementally when the nodes join the network one by one. Previously no method can guarantee all these properties although some methods can achieve some of the properties.,"['scatternet formation', 'single-hop', 'Self-routing Scatternet', 'de Bruijn graph', 'self-routing', 'Bluetooth', 'Bluetooth networks', 'Low Diameter', 'low diameter', 'equal traffic', 'easy updating', 'Network topology', 'ad hoc networks', 'const updating cost', 'Bruijn graph', 'scalable MAC assignment']",266,16
65,66,This text has analyzed the development of E-commerce in some developed countries such as Canada U.S.A. Japan etc and put forward several suggestions on how to set up the system of E-commerce in our country taking the national conditions of our country into account.,"['Statistical methods', 'Development stage', 'Definition of E-commerce', 'China', 'Statistical Survey', 'Survey', 'Measurement', 'E-commerce', 'Implications', 'E-commerce Statistics', 'Statistics', 'Authority']",44,12
66,67,Many authors have recognised the importance of structure in shaping information system IS design and use. Structuration theory has been used in IS research and design to assist with the identification and understanding of the structures in which the IS is situated. From a critical theoretical perspective focusing on the Habermas theory of communicative action a community based child health information system was designed and implemented in a municipality in rural South Africa. The structures which shaped and influenced the design of this IS the restructured health services and social tradition are explored and discussed. From this case study the implications of using IS design as a developmental tool are raised namely the development of a shared understanding the participation of key players and the agreement on joint action.,"['conducive environment', 'the ideal speech situation', 'health information systems', 'communicative action', 'interpretative schemes', 'community monitoring system', 'moral codes or norms', 'Structuration theory', 'duality of structure', 'critical social theory in IS design', 'marginalisation']",129,11
67,68,When failures occur in Internet overlay connections today it is difficult for users to determine the root cause of failure. An overlay connection may require TCP connections between a series of overlay nodes to succeed but accurately determining which of these connections has failed is difficult for users without access to the internal workings of the overlay. Diagnosis using active probing is costly and may be inaccurate if probe packets are filtered or blocked. To address this problem we develop a passive diagnosis approach that infers the most likely cause of failure using a Bayesian network modeling the conditional probability of TCP failures given the IP addresses of the hosts along the overlay path. We collect TCP failure data for 28.3 million TCP connections using data from the new Planetseer overlay monitoring system and train a Bayesian network for the diagnosis of overlay connection failures . We evaluate the accuracy of diagnosis using this Bayesian network on a set of overlay connections generated from observations of CoDeeN traffic patterns and find that our approach can accurately diagnose failures.,"['network address translation', 'TCP overlay path diagnosis', 'active probing for diagnosis', 'clustering', 'Bayesian networks modelling', 'inter-AS TCP failure probabilities', 'NAT', 'Bayesian networks', 'Planetseer overlay monitoring system', 'Planetseer', 'CoDeeN traffic patterns', 'passive diagnosis', 'fault diagnosis', 'TCP overlay connections']",178,14
68,69,Digital Asset Management DAM the management of digital content so that it can be cataloged searched and re-purposed is extremely challenging for organizations that rely on image handling and expect to gain business value from these assets. Metadata plays a crucial role in their management and XML with its inherent support for structural representation is an ideal technology for this. This paper analyzes the capabilities of a native XML database solution via the development of a proof of concept and describes implementation requirements strategy and advantages and disadvantages of this solution.,"['database', 'DAM', 'digital images', 'digital asset management', 'storage and retrieval', 'multimedia', 'keyword search', 'Digital Asset Management', 'metadata', 'XML database', 'proof of concept', 'native XML', 'semi structured data', 'heterogenous data']",91,14
